EVICTED,PK_ID,GENDER,OWN_CAR,TENANT_INCOME,COUNT_CHILDREN,RENT_AMT,SPOUSAL_STATUS,AGE_YEARS,CELL_PHONE,WORK_PHONE,HOME_PHONE,COUNT_OCCUPANTS,APT_CLASS,STATE_WORK_ADDRESS_MISMATCH,CITY_WORK_ADDRESS_MISMATCH,CREDIT_PULLS,LATE_PAYMENTS,DAY_APP_SUBMIT,HOUR_APP_SUBMIT,SAFERENT_SCORE,SAFERENT_CONDITIONAL
,442942,F,Y,157500,1,1197,Y,29.9,1,1,0,,A,0,0,4,0,TUESDAY,19,584,0
,442943,F,N,90000,0,1924,Y,43.9,1,1,0,,A,0,0,1,0,WEDNESDAY,11,477,0
,442950,F,N,67500,0,1268,Y,46,1,1,0,,A,0,0,,3,TUESDAY,12,649,0
,442952,F,N,83700,0,1535,N,64.4,1,0,0,,A,0,0,0,0,SATURDAY,11,369,1
,442953,F,Y,99000,0,1622,Y,36,1,1,1,,A,0,0,4,0,THURSDAY,17,652,0
,442957,F,N,96000,1,1638,Y,40.4,1,1,0,,B,0,0,0,5,TUESDAY,13,681,0
,442960,M,Y,292500,0,1897,Y,34.6,1,1,1,,A,1,1,0,0,THURSDAY,12,636,0
,442963,M,Y,180000,0,1408,N,63,1,0,0,,B,0,0,0,0,MONDAY,14,588,0
,442967,M,Y,112500,1,1876,Y,46,1,1,0,,A,0,0,1,0,THURSDAY,15,689,0
,442974,M,N,120000,1,1335,Y,42.3,1,1,1,,B,1,1,3,4,THURSDAY,8,477,0
,442980,F,Y,103500,0,1410,Y,56.8,1,0,0,2,B,0,0,1,2,THURSDAY,8,353,1
,442984,M,Y,193500,2,2250,Y,33,1,1,0,,A,0,0,2,0,TUESDAY,16,731,0
,442985,F,Y,247500,1,2113,Y,29.9,1,1,1,3,A,0,0,8,1,MONDAY,7,521,0
,442987,F,N,157500,0,1456,Y,33.7,1,1,0,,A,0,0,3,0,WEDNESDAY,13,426,0
,442990,F,N,135000,1,1594,Y,31,1,1,0,3,A,0,1,,2,FRIDAY,13,578,0
,442992,F,N,270000,1,1876,N,29.4,1,1,0,,A,0,0,0,0,FRIDAY,11,641,0
,442993,F,N,135000,0,1496,N,60.8,1,1,0,,A,0,0,7,0,FRIDAY,14,376,1
,442994,F,N,112500,1,1347,Y,25.7,1,1,0,,A,0,0,,11,THURSDAY,10,677,0
,442997,M,Y,135000,2,1724,Y,35.2,1,1,0,4,A,0,0,,0,WEDNESDAY,11,370,1
,442999,F,N,90000,0,1259,Y,22.9,1,1,0,2,A,0,0,0,12,THURSDAY,11,604,0
,443001,M,N,180000,0,1644,N,54,1,1,0,,A,0,1,,7,WEDNESDAY,15,734,0
,443002,F,N,157500,0,1503,Y,42.2,1,1,0,2,A,0,0,0,4,SUNDAY,9,568,0
,443008,F,N,112500,0,1597,N,62.9,1,1,1,,A,0,0,4,0,WEDNESDAY,13,442,0
,443009,F,N,180000,0,1897.87,Y,29.8,1,1,0,,A,0,0,0,0,WEDNESDAY,15,517,0
,443013,F,N,81000,1,1853.13,Y,47.2,1,1,0,3,A,0,0,0,4,THURSDAY,12,680,0
,443014,M,N,180000,0,1447,N,22.3,1,1,0,,A,0,0,3,0,WEDNESDAY,18,316,1
,443015,M,Y,90000,0,1405,Y,40.8,1,1,0,,A,0,1,2,2,MONDAY,11,626,0
,443016,M,N,135000,0,1149,Y,47.1,1,1,0,,A,0,0,0,1,SATURDAY,10,710,0
,443017,M,Y,315000,0,1705,Y,39.1,1,1,1,2,A,0,1,9,0,SATURDAY,15,633,0
,443019,M,Y,225000,1,1765,Y,34.9,1,1,0,3,A,0,0,6,0,WEDNESDAY,14,559,0
,443023,F,Y,135000,2,1297.47,Y,39,1,1,0,4,A,0,0,0,0,MONDAY,11,703,0
,443038,F,N,58500,0,1524,Y,61,1,0,0,,A,0,0,1,2,TUESDAY,14,637,0
,443042,F,N,67500,2,1196,Y,37.1,1,1,1,,A,0,1,0,0,WEDNESDAY,12,551,0
,443049,F,N,112500,0,1524,Y,68.4,1,0,0,,A,0,0,5,6,SATURDAY,13,627,0
,443050,F,N,45000,0,448,N,54.9,1,1,1,1,A,0,0,3,1,WEDNESDAY,9,372,1
,443052,M,Y,180000,0,1425,Y,49.5,1,1,0,,A,0,0,,1,TUESDAY,15,642,0
,443054,F,Y,675000,2,1259,Y,31.4,1,1,0,4,A,0,0,1,0,WEDNESDAY,15,625,0
,443058,M,N,162000,0,1798,N,29,1,1,0,,A,0,0,3,0,TUESDAY,11,424,0
,443063,M,Y,315000,0,1945,Y,51.2,1,1,0,,A,1,1,9,0,FRIDAY,14,647,0
,443067,F,N,85500,1,2005,Y,34.5,1,1,0,3,B,0,0,3,1,FRIDAY,12,406,0
,443072,M,Y,112500,0,1795,Y,53.8,1,1,1,,A,0,1,1,0,WEDNESDAY,18,724,0
,443073,F,Y,112500,0,464,N,41.7,1,1,0,1,B,0,0,3,0,THURSDAY,7,268,1
,443086,M,N,202500,0,1794,N,25.9,1,1,1,,A,0,0,3,1,MONDAY,9,637,0
,443088,F,N,225000,2,1473,Y,41.7,1,1,0,4,A,0,0,2,0,MONDAY,14,288,1
,443089,F,N,202500,0,1624,Y,36.4,1,1,0,,A,0,1,5,0,THURSDAY,9,587,0
,443091,F,N,234000,1,1926,Y,31.1,1,1,0,3,A,0,1,4,2,WEDNESDAY,7,288,1
,443096,F,Y,180000,0,1882.06,Y,47.3,1,1,0,,A,0,0,1,0,TUESDAY,11,662,0
,443098,F,Y,126000,2,1529,N,32,1,1,0,3,B,0,0,2,0,THURSDAY,4,336,0
,443099,M,Y,270000,0,1609,N,39.6,1,1,0,,A,0,0,4,0,WEDNESDAY,16,625,0
,443108,M,N,135000,0,1649,Y,41.1,1,1,0,,A,0,1,2,1,FRIDAY,9,633,0
,443111,M,Y,135000,0,1365,Y,45.5,1,1,0,2,A,0,0,4,0,SATURDAY,11,659,0
,443118,M,Y,211500,1,1907,Y,40.8,1,1,1,,A,0,0,2,1,MONDAY,16,719,0
,443126,F,N,112500,0,1377,N,64.8,1,0,0,1,A,0,0,3,0,TUESDAY,8,721,0
,443128,M,N,180000,1,2096,Y,43.5,1,1,0,,A,1,0,1,7,SATURDAY,13,795,0
,443133,M,N,63000,1,1292,Y,44,1,1,0,,A,0,0,1,0,TUESDAY,9,494,0
,443139,F,N,157500,1,1492.6,N,40.8,1,1,0,2,A,0,0,1,0,THURSDAY,14,421,0
,443141,F,N,67500,0,1444,N,58.6,1,0,0,,A,0,0,0,0,THURSDAY,11,695,0
,443142,F,N,90000,0,1626,Y,60.1,1,1,1,,A,0,0,2,0,TUESDAY,13,698,0
,443145,M,Y,180000,1,1694,Y,40.9,1,1,1,,A,0,0,1,1,THURSDAY,14,535,0
,443150,M,N,157500,0,1694,Y,53.8,1,1,1,2,A,1,1,0,0,FRIDAY,14,539,0
,443151,F,N,150000,0,1259,Y,44.3,1,1,0,,A,0,1,3,8,MONDAY,14,340,0
,443152,F,N,180000,0,1457,Y,49.7,1,0,0,2,A,0,0,5,0,TUESDAY,18,621,0
,443158,M,Y,135000,0,1585,Y,63.7,1,0,0,,B,0,0,4,1,SATURDAY,9,383,1
,443160,M,N,135000,0,1524,Y,30.6,1,1,1,2,A,0,0,0,0,THURSDAY,12,725,0
,443162,F,N,126000,0,1619,Y,39,1,1,0,,A,0,1,1,3,WEDNESDAY,10,582,0
,443167,F,N,171000,0,1944,Y,60.1,1,0,0,2,A,0,0,1,2,WEDNESDAY,10,786,0
,443168,F,N,265500,1,2955,Y,43.7,1,1,0,,A,0,0,,0,THURSDAY,10,692,0
,443171,F,N,225000,0,1735,Y,41.1,1,1,0,,A,0,0,2,0,TUESDAY,10,615,0
,443176,F,N,90000,0,1259,N,31.9,1,1,0,1,A,0,0,0,0,THURSDAY,15,302,0
,443181,F,Y,1125000,1,2995,Y,33,1,1,0,,A,0,0,5,0,MONDAY,17,770,0
,443182,F,N,90000,0,1520,N,55.9,1,1,0,,A,1,1,0,0,FRIDAY,15,367,0
,443185,F,N,180000,0,1932,Y,44.5,1,1,0,,B,0,0,2,10,TUESDAY,12,373,1
,443186,M,N,292500,1,2289,Y,55.6,1,1,0,,A,1,0,0,0,THURSDAY,16,705,0
,443187,M,Y,180000,0,1785,Y,46.8,1,0,0,,A,0,0,,1,THURSDAY,10,563,0
,443188,F,N,90000,3,1259,Y,30.9,1,1,1,,A,0,1,0,0,WEDNESDAY,16,587,0
,443192,F,N,216000,0,1335,N,57.3,1,0,0,,A,0,0,0,5,WEDNESDAY,16,586,0
,443195,M,Y,135000,1,1300,Y,32.1,1,1,0,,A,0,0,1,0,SATURDAY,10,410,0
,443196,M,Y,67500,0,1610,Y,54.6,1,1,0,,A,0,1,1,7,WEDNESDAY,16,354,1
,443197,M,N,135000,0,1484,N,32.3,1,1,0,1,A,0,1,1,0,FRIDAY,17,327,0
,443200,F,Y,135000,0,1605,Y,29.8,1,1,0,2,A,0,1,0,9,MONDAY,15,372,0
,443202,F,N,90000,0,1196,Y,39.9,1,1,0,2,A,0,0,,0,SATURDAY,13,711,0
,443207,F,Y,72000,0,1840,Y,41.6,1,1,1,,A,0,1,2,4,TUESDAY,15,698,0
,443208,M,Y,292500,2,1798,Y,34.8,1,1,0,,A,1,1,4,0,WEDNESDAY,15,566,0
,443210,F,Y,162000,0,2098,Y,30.4,1,1,0,,A,0,0,1,2,TUESDAY,18,753,0
,443211,F,N,36000,0,1149,N,62.6,1,0,0,1,A,0,0,3,0,WEDNESDAY,7,713,0
,443220,F,N,171000,0,1395,Y,31.2,1,1,1,2,A,0,0,3,1,THURSDAY,14,622,0
,443223,F,N,81000,0,1638,Y,28.3,1,1,0,2,A,0,0,8,1,FRIDAY,10,692,0
,443229,F,N,90000,0,1292,Y,29.4,1,1,0,2,A,0,1,0,0,MONDAY,18,314,0
,443232,F,N,225000,0,1664,N,59.9,1,1,0,1,A,0,0,1,1,SUNDAY,11,751,0
,443233,M,N,135000,0,2005,Y,53.2,1,1,0,,A,0,1,0,1,SATURDAY,14,653,0
,443235,M,N,202500,0,1676,Y,58,1,0,0,2,A,0,0,,0,FRIDAY,7,717,0
,443237,F,Y,135000,0,1257,Y,62.4,1,1,1,2,A,0,1,0,0,TUESDAY,11,572,0
,443238,M,Y,120000,0,1496,Y,45.9,1,1,1,2,A,0,0,4,9,SUNDAY,14,726,0
,443240,M,N,135000,0,1259,Y,25.3,1,1,0,2,A,0,0,2,8,TUESDAY,12,346,0
,443243,M,Y,405000,1,1776,Y,41.5,1,1,0,3,A,0,0,2,0,THURSDAY,9,577,0
,443250,M,Y,99000,0,1738,Y,43.4,1,1,1,,A,0,1,3,0,TUESDAY,15,570,0
,443263,F,N,112500,0,1416,N,29.2,1,1,1,,A,0,0,,4,WEDNESDAY,11,394,0
,443267,M,Y,180000,1,1596,Y,40.5,1,1,0,,A,0,1,6,6,TUESDAY,14,645,0
,443270,F,N,75000,0,1447,N,46.8,1,1,0,,A,0,0,5,12,FRIDAY,11,284,1
,443271,M,N,112500,0,1376,N,24,1,1,0,1,B,0,0,,0,THURSDAY,7,397,0
,443273,M,Y,90000,0,1494,Y,47.2,1,1,0,,A,0,1,2,11,FRIDAY,11,712,0
,443276,M,Y,292500,1,1751,Y,39.3,1,1,0,,A,0,0,1,0,MONDAY,9,789,0
,443279,F,N,67500,1,1844,Y,29.3,1,1,0,,B,0,1,0,0,THURSDAY,11,608,0
,443288,M,Y,112500,1,1321,Y,28.8,1,1,0,,A,0,0,1,1,MONDAY,18,618,0
,443290,F,N,150000,0,1408,Y,41.8,1,1,1,2,B,0,0,,8,FRIDAY,8,628,0
,443293,F,N,76500,0,1807,N,58.8,1,0,0,1,A,0,0,1,0,SATURDAY,8,677,0
,443294,M,N,128250,0,1442,N,60.3,1,0,0,,A,0,0,9,0,FRIDAY,11,703,0
,443297,F,N,292500,1,1259,N,23.1,1,1,1,2,A,0,0,1,0,THURSDAY,11,676,0
,443301,F,N,99000,0,1727,Y,52.7,1,1,0,,A,0,1,4,0,WEDNESDAY,10,287,1
,443308,F,Y,121500,0,1922,Y,53.8,1,1,1,2,A,0,0,2,0,SATURDAY,10,552,0
,443316,F,N,90000,3,1804,Y,32.7,1,1,0,5,A,0,0,1,4,THURSDAY,9,674,0
,443319,F,Y,135000,0,1169,N,32.7,1,1,1,1,A,1,1,0,0,THURSDAY,13,601,0
,443320,F,N,112500,0,1594,Y,56.2,1,0,0,2,A,0,0,0,0,FRIDAY,15,668,0
,443323,F,Y,450000,0,2337,N,33.2,1,1,0,,A,0,0,0,8,WEDNESDAY,11,566,0
,443325,F,Y,85500,2,1897,Y,34,1,1,0,,A,0,0,4,1,TUESDAY,10,442,0
,443327,F,Y,306000,0,2198,Y,56.5,1,0,0,2,A,0,0,4,0,FRIDAY,13,444,0
,443329,M,Y,360000,0,1470,Y,30.7,1,1,0,,A,0,0,2,0,FRIDAY,12,504,0
,443331,F,Y,210000,0,1547,Y,51.1,1,1,0,,A,0,0,3,8,SATURDAY,12,284,1
,443334,F,N,90000,0,1593,N,58.4,1,0,0,,A,0,0,2,0,FRIDAY,17,669,0
,443336,F,Y,247500,0,1446,N,60.3,1,1,0,,A,1,0,2,0,TUESDAY,11,720,0
,443337,M,N,180000,2,1898,Y,37.5,1,1,0,4,B,0,1,4,0,MONDAY,12,281,1
,443340,M,N,180000,0,2302,Y,24.5,1,1,0,,A,0,1,,6,TUESDAY,6,354,1
,443341,M,N,210000,1,1490,Y,27.1,1,1,1,,A,0,0,2,11,MONDAY,2,452,0
,443346,F,N,360000,0,2114,Y,55.1,1,1,0,,A,1,1,8,4,SATURDAY,17,651,0
,443348,F,N,202500,0,1776,Y,45.9,1,1,0,,A,0,0,1,0,TUESDAY,17,675,0
,443349,M,Y,225000,1,1985,Y,33.4,1,1,0,,A,0,1,0,0,WEDNESDAY,16,680,0
,443351,F,N,270000,0,1998,Y,63.3,1,0,0,2,A,0,0,2,0,THURSDAY,10,668,0
,443353,M,N,135000,0,1727,Y,51.6,1,1,0,2,A,0,0,3,0,SATURDAY,18,757,0
,443366,F,N,67500,0,1300,N,62.6,1,0,0,,A,0,0,3,6,FRIDAY,14,474,0
,443371,M,N,254475,1,1884,Y,41.2,1,1,1,3,B,1,1,,0,WEDNESDAY,11,605,0
,443374,M,N,144000,2,1804,Y,43.5,1,1,0,4,A,0,0,5,8,SUNDAY,11,513,0
,443376,M,Y,157500,0,1458,Y,30.7,1,1,0,2,A,0,0,4,0,SUNDAY,18,712,0
,443379,M,Y,112500,0,1418,Y,38.6,1,1,0,,A,1,1,,0,FRIDAY,13,583,0
,443387,F,N,105000,0,1702,Y,44.6,1,1,0,2,B,0,0,1,5,FRIDAY,12,494,0
,443388,F,Y,315000,0,1935,N,47.6,1,1,0,1,A,0,0,4,2,SATURDAY,11,712,0
,443394,F,N,63000,0,1561,Y,49.4,1,1,0,2,A,0,0,4,0,TUESDAY,9,685,0
,443399,M,Y,225000,0,1463,N,24.5,1,1,0,,A,0,0,9,4,MONDAY,7,556,0
,443400,F,N,202500,0,1450,Y,53.7,1,0,0,,A,0,0,1,0,MONDAY,12,516,0
,443401,F,N,225000,2,1697,N,38.4,1,1,0,3,A,1,1,0,0,FRIDAY,15,435,0
,443402,F,N,202500,0,1448,Y,43.5,1,1,0,,A,0,1,1,1,WEDNESDAY,18,748,0
,443404,F,Y,135000,0,1748,Y,24.1,1,1,0,2,A,0,0,,10,MONDAY,18,324,1
,443407,F,N,121500,0,1578,N,47.6,1,1,1,,A,0,1,2,0,WEDNESDAY,14,460,0
,443419,M,N,202500,0,1501,Y,30.4,1,1,1,,A,1,1,1,0,FRIDAY,19,647,0
,443426,M,N,675000,1,2198,N,47.4,1,1,0,2,A,0,0,0,5,TUESDAY,9,558,0
,443428,F,Y,193500,0,1829,Y,44.9,1,1,0,2,A,0,1,2,0,TUESDAY,16,617,0
,443432,F,N,72000,0,1169,Y,59.1,1,0,0,,A,0,0,9,0,TUESDAY,8,376,0
,443437,M,Y,67500,0,1312,Y,39.4,1,1,1,,A,0,0,,0,WEDNESDAY,15,704,0
,443439,F,N,135000,0,1797,N,39.6,1,1,0,,A,0,0,7,0,THURSDAY,9,612,0
,443444,M,Y,315000,0,1768,Y,53.3,1,1,0,,A,0,0,1,0,THURSDAY,9,664,0
,443445,F,N,450000,1,1144,Y,40.6,1,1,0,,A,0,1,3,0,MONDAY,10,636,0
,443446,F,N,121500,0,1688,Y,52.1,1,1,0,,A,0,0,3,0,MONDAY,14,700,0
,443447,M,N,135000,1,1725,Y,23.4,1,1,0,3,A,0,1,,1,WEDNESDAY,10,362,0
,443448,M,Y,337500,0,1802,N,52.6,1,1,0,,A,0,0,4,2,TUESDAY,14,730,0
,443449,M,Y,175500,0,1499,N,55.1,1,1,0,,A,0,1,3,0,WEDNESDAY,13,577,0
,443458,F,N,112500,0,1478,N,47.9,1,1,1,,A,0,1,0,0,WEDNESDAY,10,616,0
,443462,F,N,135000,2,1705,Y,44.6,1,1,1,,B,0,0,2,0,SUNDAY,8,593,0
,443465,F,N,75000,0,1109,Y,38.6,1,1,1,2,B,0,0,2,7,SATURDAY,12,393,0
,443469,F,N,87000,1,1517,N,38.8,1,1,1,,B,0,1,1,5,FRIDAY,8,560,0
,443476,F,Y,270000,0,1844,N,30.7,1,1,0,,A,0,0,2,0,MONDAY,13,717,0
,443480,F,N,112500,1,1325,Y,30.6,1,1,0,3,B,0,0,2,2,THURSDAY,14,397,1
,443484,F,Y,112500,1,2415,Y,30.2,1,1,1,,B,0,0,4,0,SUNDAY,0,542,0
,443494,F,Y,202500,0,2313,Y,58.3,1,1,0,,B,0,0,1,8,MONDAY,8,626,0
,443496,F,N,157500,1,1876,Y,34.6,1,1,0,,A,0,1,1,0,SATURDAY,11,548,0
,443497,F,N,90000,0,1390,Y,64.7,1,0,0,2,A,0,0,1,0,TUESDAY,17,653,0
,443498,M,Y,360000,0,2198,Y,51.2,1,1,1,2,A,0,0,1,0,SUNDAY,19,235,1
,443509,F,N,157500,0,1501,N,27.3,1,1,0,,A,0,0,6,0,FRIDAY,10,368,1
,443511,M,Y,120000,0,2353,N,28.7,1,1,0,1,A,0,0,,12,TUESDAY,14,455,0
,443515,F,Y,90000,0,1544,Y,54.9,1,0,0,,A,0,0,3,10,THURSDAY,18,718,0
,443516,F,N,144000,0,1527,N,68.9,1,1,0,1,A,0,0,4,0,FRIDAY,16,572,0
,443519,M,Y,202500,0,1663,Y,46.8,1,0,0,2,A,0,0,7,0,WEDNESDAY,11,675,0
,443523,F,N,112500,0,1806,Y,54.8,1,1,0,,A,0,0,2,5,SATURDAY,11,684,0
,443527,F,N,72000,0,1211,N,55,1,1,0,1,A,0,0,1,0,FRIDAY,15,617,0
,443537,F,N,135000,0,2039,Y,36.8,1,1,0,2,A,0,0,0,2,MONDAY,16,758,0
,443538,F,Y,648000,0,1828,Y,48.4,1,1,0,2,A,0,0,4,0,SUNDAY,11,637,0
,443539,F,N,135000,0,1694,Y,63.8,1,0,0,,B,0,0,3,0,FRIDAY,8,343,1
,443541,F,Y,112500,0,1800,Y,58.8,1,0,0,2,B,0,0,,5,SATURDAY,10,508,0
,443542,F,N,112500,0,1367.4,N,33.7,1,1,0,1,A,0,0,0,0,SATURDAY,11,647,0
,443545,M,Y,225000,0,1860.6,Y,60.4,1,0,0,2,A,0,0,,0,SUNDAY,15,527,0
,443550,F,Y,67500,0,2187,Y,60,1,0,0,2,A,0,0,1,0,THURSDAY,12,729,0
,443558,F,N,67500,0,1375,N,63,1,0,0,,A,0,0,0,1,MONDAY,10,497,0
,443559,M,Y,150000,1,1671,Y,31.3,1,1,0,,A,0,0,2,4,MONDAY,16,678,0
,443562,F,N,175500,0,1524,Y,37.4,1,1,0,2,A,0,0,2,0,MONDAY,11,398,1
,443563,M,Y,137250,2,1573,Y,26.8,1,1,1,4,B,0,0,5,1,TUESDAY,4,346,0
,443567,F,Y,76500,0,1335,Y,32.6,1,1,0,,A,0,0,1,1,WEDNESDAY,14,705,0
,443571,F,Y,175500,0,1292,Y,61.8,1,0,0,,A,0,0,4,3,TUESDAY,14,473,0
,443578,M,Y,149796,0,1528,Y,23,1,1,1,2,A,0,0,3,0,MONDAY,16,378,0
,443580,F,N,157500,0,1860,Y,59.2,1,0,0,2,B,0,0,0,3,THURSDAY,8,282,0
,443581,M,N,225000,0,1837,N,41.3,1,1,0,,A,0,0,6,1,TUESDAY,9,776,0
,443590,F,N,67500,3,1684,Y,34.2,1,1,1,,A,0,0,3,0,SATURDAY,13,609,0
,443594,M,Y,225000,0,2174,Y,42.4,1,1,1,2,A,0,0,2,0,FRIDAY,14,618,0
,443595,F,N,202500,2,1641,Y,38.4,1,1,0,4,A,0,0,2,0,MONDAY,13,724,0
,443599,M,Y,157500,1,1590,Y,40.4,1,1,0,,B,0,0,2,0,THURSDAY,8,560,0
,443603,F,Y,270000,0,1633,Y,47.9,1,1,0,,A,0,0,6,0,TUESDAY,13,766,0
,443604,F,Y,180000,0,1370,Y,49.1,1,1,0,,A,0,0,5,0,TUESDAY,3,470,0
,443605,F,N,135000,0,1415,Y,48,1,0,0,2,B,0,0,0,8,TUESDAY,11,358,0
,443613,M,Y,226152,0,2169,Y,30,1,1,1,,A,0,1,7,0,MONDAY,15,656,0
,443620,F,N,126000,0,1410,N,42.5,1,1,0,,A,0,0,0,4,FRIDAY,18,694,0
,443625,M,N,135000,0,1725,Y,63.4,1,0,0,2,A,0,0,0,1,THURSDAY,10,506,0
,443626,M,Y,216000,1,1909,Y,31.4,1,1,1,,B,0,1,3,1,SATURDAY,8,242,1
,443628,M,Y,180000,0,1501,Y,46.3,1,1,1,2,A,0,0,4,0,SUNDAY,14,622,0
,443629,F,Y,112500,1,1335,Y,23.2,1,1,0,,B,0,0,4,0,MONDAY,14,603,0
,443635,F,N,144000,0,1365,Y,21.3,1,1,0,2,A,0,0,0,0,FRIDAY,18,328,1
,443642,F,N,202500,0,1564,Y,59.3,1,0,0,,A,0,0,3,0,SATURDAY,10,376,1
,443643,F,N,72000,4,1298,Y,35.1,1,1,1,,B,0,0,2,0,SATURDAY,9,422,0
,443644,F,N,130500,0,1488,Y,44.5,1,1,0,2,A,0,0,1,5,FRIDAY,12,402,0
,443647,M,Y,990000,1,1746,Y,42.8,1,1,1,,A,1,1,1,2,MONDAY,13,714,0
,443648,M,Y,67500,0,1443,Y,65.4,1,0,0,2,A,0,0,0,0,MONDAY,11,387,0
,443649,F,N,315000,0,2170,Y,53.3,1,1,1,,A,0,0,1,0,FRIDAY,16,660,0
,443650,M,Y,112500,0,1264.34,N,53.1,1,1,0,1,A,1,0,9,2,WEDNESDAY,17,725,0
,443652,F,Y,148500,0,1543,N,28.2,1,1,0,1,A,0,1,,0,TUESDAY,17,644,0
,443656,F,Y,135000,0,2733,Y,52.8,1,1,0,,A,0,1,2,0,TUESDAY,17,694,0
,443657,F,N,337500,1,1562,Y,42.7,1,1,0,,A,0,0,8,0,THURSDAY,14,698,0
,443659,F,N,103500,0,497,Y,50.4,1,1,0,,A,0,0,2,2,TUESDAY,9,470,0
,443663,F,N,90000,0,1445,Y,28.6,1,1,0,,B,0,0,2,1,THURSDAY,18,286,0
,443664,F,N,315000,2,2396,Y,31.3,1,1,0,4,A,0,0,3,3,TUESDAY,11,736,0
,443665,F,N,1125000,0,2213,Y,60.3,1,0,0,,A,0,0,4,8,MONDAY,13,394,0
,443666,M,N,337500,0,1930,N,29.1,1,1,0,1,A,0,0,,1,THURSDAY,7,529,0
,443667,F,N,36000,0,1601,Y,55.9,1,0,0,,A,0,0,1,8,SATURDAY,8,335,1
,443668,M,N,315000,0,2148,Y,42.4,1,1,0,2,A,0,0,2,0,TUESDAY,16,690,0
,443670,F,N,90000,0,1944,Y,51.8,1,1,1,2,A,0,1,1,1,TUESDAY,16,680,0
,443671,M,Y,135000,1,2179,Y,42.7,1,1,0,,B,0,1,8,1,THURSDAY,11,627,0
,443673,F,N,81000,1,1430,Y,34.9,1,1,1,,A,0,0,1,2,WEDNESDAY,8,498,0
,443676,F,Y,184500,0,1369,Y,36.8,1,1,0,,A,0,0,0,0,WEDNESDAY,10,675,0
,443678,M,N,112500,0,1373,Y,49.2,1,1,0,2,A,0,0,1,12,SATURDAY,8,669,0
,443681,M,N,135000,0,1259,Y,28.7,1,1,1,,A,0,0,1,0,FRIDAY,20,573,0
,443687,F,N,180000,0,1530,N,48.2,1,1,1,1,A,0,0,4,0,THURSDAY,13,716,0
,443689,F,Y,387000,0,1977.5,N,26.1,1,1,0,,A,0,0,0,0,FRIDAY,13,396,1
,443691,F,N,81000,0,1531,Y,56.9,1,1,1,2,A,0,0,0,0,TUESDAY,12,491,0
,443699,F,N,270000,0,1654,Y,42.9,1,1,0,,A,0,0,7,0,TUESDAY,12,786,0
,443702,F,N,270000,0,2404,N,60.4,1,0,0,,A,0,0,4,1,WEDNESDAY,13,735,0
,443703,F,N,180000,2,2094,Y,30.6,1,1,1,,A,0,0,6,0,FRIDAY,19,308,1
,443706,F,N,135000,1,1692,N,35.3,1,1,1,,A,0,0,0,1,THURSDAY,5,354,0
,443709,M,Y,157500,1,1685,Y,24.1,1,1,1,,B,0,0,,0,TUESDAY,15,495,0
,443716,F,N,67500,0,1443,Y,65.7,1,0,0,2,A,0,0,7,0,WEDNESDAY,10,722,0
,443717,F,Y,112500,0,1606,Y,56.5,1,0,0,,A,0,0,10,1,TUESDAY,12,323,1
,443719,F,N,157500,0,1399,N,45.3,1,1,0,1,A,0,1,2,0,WEDNESDAY,9,436,0
,443721,F,N,135000,1,2075,Y,32.4,1,1,0,3,A,0,0,2,6,TUESDAY,16,303,1
,443722,F,N,60000,0,1771,N,61.1,1,0,0,,B,0,0,3,12,FRIDAY,9,338,1
,443725,F,N,60000,0,1259,N,22.1,1,1,0,1,B,0,0,2,3,SUNDAY,8,272,1
,443726,F,N,112500,3,546,Y,35.8,1,1,1,,A,0,0,5,6,THURSDAY,9,533,0
,443727,F,N,157500,1,1495,Y,38.7,1,1,0,3,A,0,0,2,0,MONDAY,12,678,0
,443731,F,Y,90000,0,1335,Y,48.6,1,1,0,2,A,0,1,4,0,WEDNESDAY,10,554,0
,443732,F,N,135000,0,1619,Y,62.8,1,0,0,2,A,0,0,3,0,WEDNESDAY,9,356,1
,443736,F,N,301500,0,1977.5,Y,34.5,1,1,0,,A,0,0,,0,MONDAY,4,720,0
,443739,F,N,135000,1,1985,Y,38.6,1,1,0,,A,0,1,1,0,TUESDAY,16,585,0
,443745,F,N,60000,0,1397,N,56.8,1,0,0,1,B,0,0,2,5,FRIDAY,5,611,0
,443746,M,N,135000,0,1586,Y,55,1,1,0,,A,0,1,2,10,MONDAY,7,695,0
,443747,F,Y,114000,0,1525.6,Y,28.7,1,1,0,2,B,0,0,,10,TUESDAY,13,519,0
,443752,F,Y,112500,0,1512,Y,43,1,1,1,2,A,0,1,3,0,WEDNESDAY,15,666,0
,443755,F,N,225000,0,2148,Y,64,1,0,0,,A,0,0,,0,WEDNESDAY,8,687,0
,443758,M,Y,202500,0,2507,Y,39.3,1,1,0,2,A,0,1,0,1,WEDNESDAY,8,303,1
,443764,M,Y,157500,0,1619,N,25.4,1,1,1,,B,0,0,5,0,TUESDAY,10,521,0
,443765,F,N,90000,0,1425,Y,43,1,1,0,,A,0,0,0,0,TUESDAY,18,669,0
,443773,F,Y,198000,0,2181,Y,43.3,1,1,0,2,A,0,0,4,0,WEDNESDAY,13,729,0
,443777,F,N,54000,0,1398.5,Y,59.8,1,0,0,2,A,0,0,5,0,MONDAY,10,395,0
,443779,F,N,81000,0,1866,Y,47.1,1,1,1,,B,0,0,3,11,THURSDAY,16,665,0
